10;"Timorin V.,""6507568071";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872383066&doi=10.4310%2fMRL.2012.v19.n4.a13&partnerID=40&md5=c90edc6d0f6604e275cb48c702a3f7fa"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Aseeva N., Babkin E., Kozyrev O.,""15847630900";6701533991;6602554401;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867698216&partnerID=40&md5=81950a4970373ce2fdc7ae893092fe69"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Klimova N., Malyzhenkov P.,""36941059400";54783108900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867719860&doi=10.1007%2f978-3-642-33281-4_10&partnerID=40&md5=56cb17336d5aacd284a0f2285355be02"",""innovation"; spin-offs;" university clusters"",""Information science"; Innovation; Cluster models; Effective solution; ICT industries; Innovative activities; International experiences; National economy; Organizational forms; Spin off; university clusters;" Competition""";;;;;;;;;;;;;;;;;;;;;;;;;
10;"Savchenko A.V.,""42962245900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867724011&doi=10.1007%2f978-3-642-33281-4_15&partnerID=40&md5=08ce53e89375d56541ef386ef0762557"",""Best Bin First"; directed enumeration method; HoG (histogram of gradients); k-d tree;" Real-time object recognition"",""Algorithms"; Forestry; Graphic methods; Information science; Best Bin First; Enumeration method; HoG (histogram of gradients); K-d tree; Real-time object recognition; Face recognition; Algorithms; Computer Graphics;" Trees""";;;;;;;;;;;;;;;;;;;;;;;
10;"Shehtman V.B.,""16470280300";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868623384&doi=10.1070%2fRM2012v067n04ABEH004805&partnerID=40&md5=27c530832151fe9b99d369ed478f36d7"",""Classical predicate logic"; Completeness; Entscheidungsproblem; Filtration method; Finite model property; Modal logic; Product of modal logics;" Segerberg square"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Gnatyshak D., Ignatov D.I., Semenov A., Poelmans J.,""55420752100";56926915100;57198704406;24504357900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867717000&doi=10.1007%2f978-3-642-33281-4_13&partnerID=40&md5=fd05628e59b992ddec4c804ed9adfe92"",""Biclustering and Triclustering"; Formal Concept Analysis; Online Social Networks;" Web 2.0 and Social Computing"",""Formal concept analysis"; Information science; Online systems; Social networking (online); Biclustering; Gaining insights; Massive data; Online social networks; Similar Interests; Social computing; Social Networks; Social tagging; Users' interests;" Social sciences computing""";;;;;;;;;;;;;;;;;;;;
10;"Nelyubin A.P., Podinovski V.V.,""38361897000";55996020400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856638200&doi=10.1134%2fS0965542512010101&partnerID=40&md5=78b029c9bc1cfe17ad6282c877e9c3e2"",""criteria importance theory"; first ordinal metric scale; importance coefficients;" multicriteria decision making problems"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bibilo Y.P., Gontsov R.R.,""36141863300";16202442200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904060645&doi=10.1134%2fS0081543812040025&partnerID=40&md5=4c2cdbda3b6faf409f41211530161a56"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Malyshev D.S.,""25522390800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857672145&doi=10.1134%2fS1990478912010103&partnerID=40&md5=0937ba204b551da3993ef932613bfb09"",""computational complexity";" independent set problem"",""Connected graph"; Independent set problems; Natural number; Non-decreasing functions; Polynomial functions; Sub-exponential algorithms; Graph theory;" Computational complexity""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Ignatov D.I., Konstantinov A.V., Nikolenko S.I., Poelmans J., Zaharchuk V.V.,""56926915100";55420166400;13608710100;24504357900;55420283900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867698931&doi=10.1007%2f978-3-642-33281-4_1&partnerID=40&md5=ef1e158f03e91fa1abf9014e42be1cd7"",""e-commerce"; interactive radio network; music recommender systems;" quality of service"",""Electronic commerce"; Information science; Quality of service; Radio stations; Adaptive online learning; Music recommender systems; Online recommender systems; Radio networks; Service evaluation;" Recommender systems""";;;;;;;;;;;;;;;;;;;;;;;
10;"Kudinov A., Shapirovsky I., Shehtman V.,""55117642700";8716184900;16470280300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906769466&partnerID=40&md5=6ab9cfde83294bce0279e6721a8396d0"",""Decidability"; Finite axiomatizability; Hamming distance; Product of modal logics;" Undecidability"",""Computability and decidability"; Formal logic; Completeness theorems; Finite axiomatizability; Hamming space; Many dimensional; Modal logic; Undecidability; Unimodal;" Hamming distance""";;;;;;;;;;;;;;;;;;;;;;;;
10;"Amerik E.,""56619370700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873668209&partnerID=40&md5=b8db7eea430e4c09df34e3bc18383659"",""Flbrations"; Holomorphic symplectic manifolds;" Lagrangian tori"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Chari V., Loktev S.,""7004577156";7004064239;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-80855131504&doi=10.1016%2fj.jalgebra.2011.09.017&partnerID=40&md5=73829b9025eb3d57dcbe2853da8394a7"",""Current algebras"; Global Weyl modules;" Invariant theory"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Olshanski G.I., Osinenko A.A.,""6602706880";55027355300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871276914&doi=10.1007%2fs10688-012-0034-0&partnerID=40&md5=a873c9bde64ddc63aa1ce4dbaae80416"",""branching graphs"; multivariate Jacobi polynomials;" Selberg integral"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Ilyashenko Y.S.,""56260890300";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871275167&doi=10.1007%2fs10688-012-0032-2&partnerID=40&md5=4eebf7242966944af6e70346ee0a2074"",""attractor"; invariant set;" skew product"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Bufetov A.I., Klimenko A.V.,""7801312296";35242931900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904048307&doi=10.1134%2fs0081543812040037&partnerID=40&md5=77149fe4432a9296d0cb2ae2c16de9ea"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Ilyashenko Y.S., Shilin I.S.,""56260890300";56260915300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904045443&doi=10.1134%2fs0081543812040074&partnerID=40&md5=4443dea30d6cd923a872c609ef678057"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Nye J.V.C., Androuschak G., Desierto D., Jones G., Yudkevich M.,""8234501800";55385970200;36494178100;55386227800;25924090500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867314768&doi=10.1371%2fjournal.pone.0046319&partnerID=40&md5=84eab122d1fe9826a08165999bacf6ba"",,""testosterone"; academic achievement; article; controlled study; education program; ethnic difference; female; finger; hand; human; human experiment; male; perception; Philippines; prenatal growth; Russian Federation; sex difference; socioeconomics; university student; Educational Status; Female; Fingers; Humans; Male; Pregnancy; Prenatal Exposure Delayed Effects; Sex Factors;" Testosterone""";;;;;;;;
15;"Pianykh O.S.,""6603235403";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865611323&doi=10.2214%2fAJR.11.7061&partnerID=40&md5=da495c53f7fcc021c263c6320f6bbd8b"",""Deconvolution"; Digital perfusion phantoms; Medical errors; Perfusion; Perfusion algorithms; Perfusion validation tool; Quality assurance;" Truncated singular value decomposition"",""article"; blood flow; blood volume; clinical protocol; computer assisted tomography; computer program; contrast enhancement; image display; image processing; noise; nuclear magnetic resonance imaging; phantom; priority journal; quality control; radiation attenuation; statistical model; validation process; Algorithms; Artifacts; Blood Flow Velocity; Blood Volume; Models, Theoretical; Perfusion Imaging; Phantoms, Imaging; Software;" Tomography, X-Ray Computed""";;;;;;;
15;"Akinina Y., Dragoy O.,""55558819300";36522630700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872437819&partnerID=40&md5=730642c87b25be392973b784332d1ffc"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Dragoy O., Ivanova M., Kuptsova S., Ulicheva A.,""36522630700";13406041800;55344594700;55266444400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872469737&partnerID=40&md5=d28cc672f0c6e4ae806560ad77b504d7"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Jasilionis D., Andreev E.M., Kharkova T.L., Ward Kingkade W.,""16024249900";7005279598;6507634557;55327127500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864535247&doi=10.1093%2feurpub%2fckr065&partnerID=40&md5=f515f9b86fa56a5b34a9602ec75f637c"",,""adult"; aged; article; cross-sectional study; Europe; female; human; life expectancy; male; marriage; middle aged; mortality; population dynamics; sex ratio; socioeconomics; statistics; United States; Adult; Aged; Cross-Sectional Studies; Europe; Female; Humans; Life Expectancy; Male; Marital Status; Middle Aged; Mortality; Population Dynamics; Sex Distribution; Socioeconomic Factors;" United States""";;;;;
15;"Ivanova M.V., Hallowell B.,""13406041800";6701685000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858213129&doi=10.1080%2f02687038.2011.618219&partnerID=40&md5=5c07c368aff948b46e32766f355f591c"",""Aphasia"; Cognitive processing; Complex span tasks; Eye-tracking; Working memory;" Working memory assessment"",""adult"; aged; aphasia; article; attention deficit disorder; controlled study; disease severity; eye movement; eye tracking; female; human; language disability; language processing; major clinical study; male; measurement; motor performance; speech; task performance; validity; verbal memory; visual deprivation; visual field defect; visual stimulation;" working memory""";;;;;;;;;
15;"Kozintseva E., Skvortsov A., Ulicheva A., Vlasova A.,""55266444100";21735514900;55266444400;55266667000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863004510&doi=10.3233%2fBEN-2012-119010&partnerID=40&md5=3816efb707bee743b4c8e4a0705b2194"",""cognitive approach"; dysgraphia; Luria; Russian; Syndrome approach;" writing"",""article"; cognition; conceptual framework; dysgraphia; grapheme; human; language; language ability; neuropsychology; phoneme; phonetics; phonological dysgraphia; priority journal; psychological model; psychological theory; semantics; speech; surface dysgraphia;" writing""";;;;;;;;;;;;;
20;"Gasparyan D.,""24176741200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878479188&doi=10.5829%2fidosi.mejsr.2012.12.9.1923&partnerID=40&md5=b5c86af0e049964d280a2eb90cc53d46"",""Communication theory"; Social and politicals philosophy;" Transcendental pragmatics"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;"Ivanova M.V., Hallowell B.,""13406041800";6701685000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858213129&doi=10.1080%2f02687038.2011.618219&partnerID=40&md5=5c07c368aff948b46e32766f355f591c"",""Aphasia"; Cognitive processing; Complex span tasks; Eye-tracking; Working memory;" Working memory assessment"",""adult"; aged; aphasia; article; attention deficit disorder; controlled study; disease severity; eye movement; eye tracking; female; human; language disability; language processing; major clinical study; male; measurement; motor performance; speech; task performance; validity; verbal memory; visual deprivation; visual field defect; visual stimulation;" working memory""";;;;;;;;;
17;"Gasparyan D.,""24176741200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871441292&doi=10.14704%2fnq.2012.10.4.572&partnerID=40&md5=fa877b502453d08a7f7e108989f1c35f"",""Consciousness-body"; Dualism; Meta-description; Relationship of causality;" Subject-object"",""article"; consciousness; human; mental health; neurophysiology; physical activity; psychoanalysis;" thinking""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;"Kozintseva E., Skvortsov A., Ulicheva A., Vlasova A.,""55266444100";21735514900;55266444400;55266667000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863004510&doi=10.3233%2fBEN-2012-119010&partnerID=40&md5=3816efb707bee743b4c8e4a0705b2194"",""cognitive approach"; dysgraphia; Luria; Russian; Syndrome approach;" writing"",""article"; cognition; conceptual framework; dysgraphia; grapheme; human; language; language ability; neuropsychology; phoneme; phonetics; phonological dysgraphia; priority journal; psychological model; psychological theory; semantics; speech; surface dysgraphia;" writing""";;;;;;;;;;;;;
21;"Ivanova M.V., Hallowell B.,""13406041800";6701685000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858213129&doi=10.1080%2f02687038.2011.618219&partnerID=40&md5=5c07c368aff948b46e32766f355f591c"",""Aphasia"; Cognitive processing; Complex span tasks; Eye-tracking; Working memory;" Working memory assessment"",""adult"; aged; aphasia; article; attention deficit disorder; controlled study; disease severity; eye movement; eye tracking; female; human; language disability; language processing; major clinical study; male; measurement; motor performance; speech; task performance; validity; verbal memory; visual deprivation; visual field defect; visual stimulation;" working memory""";;;;;;;;;
11;"Solntsev V.A.,""7005233274";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878494131&doi=10.1134%2fS1064226912120078&partnerID=40&md5=706af808e22e975c3c014473fbc87bc8"",,""Characteristic equation"; Counterpropagating; Electron wave; Finite difference; Passbands; Periodic waveguides; Propagation properties; Stop-bands; Cutoff frequency; Electromagnetic waves; Electron beams; Electrons; Periodic structures; Waveguides;" Slow wave structures""";;;;;;;;;;;;;;;;;;;;;;;;;
11;"Petrosyants K.O., Orekhov E.V., Kharitonov I.A., Popov D.A.,""6602577918";54914283100;56711354200;55795078700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880216437&doi=10.1117%2f12.2017550&partnerID=40&md5=a145855b410a41c9dddf4d568dd6e9b2"",""MOSFET"; Self-heating; SOI; TCAD; Technology scaling;" Thermal resistance"",""MOS-FET"; Self-heating; SOI; TCAD; Technology scaling; Heat resistance; Nanoelectronics; Semiconducting silicon; Silicon; Silicon on insulator technology;" MOSFET devices""";;;;;;;;;;;;;;;;;;;;;
11;"Soldatenkov A., Verbitsky M.,""55318115900";7004282961;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864083378&doi=10.1016%2fj.geomphys.2012.07.002&partnerID=40&md5=c2d68059b8600e47301d0ddaefce874f"",""Complex manifold"; HKT-structure;" Hypercomplex manifold"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Malkov A., Zinkina J., Korotayev A.,""24729200900";37039918300;7003940480;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863982871&doi=10.1016%2fj.physa.2012.05.045&partnerID=40&md5=a67b1a5026e91c8e02fb05f630550e09"",""Highly porous mediums"; Percolation; Power-law distributions; Self-organized criticality;" Supercritical phenomena"",""Business partners"; Complex structure; Economic miracles; External conditions; Global Internet; Global society; Human society; Large clusters; Network cluster; Porous medium; Power law distribution; Power-law statistics; Self-organized criticality; Social Networks; Social systems; Supercritical; System connectivity; System elements; Technology diffusion; World war II; Criticality (nuclear fission); Military operations; Percolation (solid state); Population statistics; Porous materials; Social sciences computing; Websites;" Solvents""";;;;;;
11;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867412470&doi=10.1007%2fs11232-012-0114-6&partnerID=40&md5=83041aee9409acc684a3a5cfc816bb77"",""λ-point in Bose gas"; fractional number of degrees of freedom; gas mixture; holes in incompressible liquid; negative pressure; new classical ideal gas; two-dimensional Bose condensate;" two-liquid Thiess-Landau model"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Tyutnev A., Ikhsanov R., Saenko V., Pozhidaev E.,""7005402871";15131512700;7103137190;7006116169;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865217425&doi=10.1016%2fj.chemphys.2012.03.004&partnerID=40&md5=8f16522a0c11d0677f571ecbda36117c"",""Current universality"; Numerical computations; Poole-Frenkel effect;" Transient curves"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Feigin E.,""6701558236";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865456481&doi=10.1007%2fs00029-011-0084-9&partnerID=40&md5=9e27b8951d65c4cc4df7ef20645ed214"",""Degeneration"; Flag varieties; Lie groups;" Plücker relations"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Poghosyan S.S., Povolotsky A.M., Priezzhev V.B.,""6506652361";6602423850;6701810638;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866340670&doi=10.1088%2f1742-5468%2f2012%2f08%2fP08013&partnerID=40&md5=b30686bfe9544b3b8cc956f59d0d9e0e"",""correlation functions";" stochastic particle dynamics (theory)"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Ilyashenko Yu., Negut A.,""56260890300";26534671800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864238276&doi=10.1088%2f0951-7715%2f25%2f8%2f2377&partnerID=40&md5=254094a852e7e87ee408ffe616c461da"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Zabrodin A., Zotov A.,""7004036132";35448469200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864780286&doi=10.1063%2f1.4732534&partnerID=40&md5=8b5a3c8f93f9766cf80d425adb7cda6c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Zabrodin A., Zotov A.,""7004036132";35448469200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864766819&doi=10.1063%2f1.4732532&partnerID=40&md5=864da6169a6c6da8d1ba7d55d6d2e45a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Nekorkin V.I., Dmitrichev A.S., Kasatkin D.V., Afraimovich V.S.,""7004468484";24179438800;7801381639;7004340229;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864082253&doi=10.1134%2fS0021364012090093&partnerID=40&md5=7f3507254eafc57026c7a3ab514afa25"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Petrukhin N.S., Pelinovsky E.N., Batsyna E.K.,""6603394745";7004951110;44461079500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862222875&doi=10.1134%2fS1063773712050064&partnerID=40&md5=a0ff33c858aa3cf610f19213cc8182d6"",""acoustic waves"; quiet Sun; solar atmosphere; solar chromosphere;" solar corona"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Kurkina O.E., Kurkin A.A., Ruvinskaya E.A., Pelinovsky E.N., Soomere T.,""36676379700";7003446660;54789183300;7004951110;6602843214;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859082552&doi=10.1134%2fS0021364012020051&partnerID=40&md5=b6becded6e04e57aabc1c8894d995d7e"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Savchenko A.V.,""42962245900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922685513&partnerID=40&md5=6d0bc6593c32520d1003763812d933bf"",""Automatic image recognition"; Ensemble classifiers; Kullback-leibler minimum discrimination information principle;" Maximum posterior probability principle"",""Algorithms"; Face recognition; Object recognition; Probability; Algorithm parameters; Ensemble classifiers; Euclidean metrics; Experimental research; Kullback information; Kullback-Leibler; Kullback-Leibler information; Maximum posterior probability; Recognition accuracy; Scale invariant feature transforms;" Parameter estimation""";;;;;;;;;;;;;;;;;;;;;;
11;"Aseeva N.V., Gromov E.M., Tyutin V.V.,""15847630900";56707638200;6603597680;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028099727&doi=10.1007%2fs11141-012-9359-z&partnerID=40&md5=c7df06312a1503ec4d3d027ebfe17898"",,""Anisotropic media"; Dispersion (waves); Dispersions; Nonlinear equations; Phase modulation; Cross phase modulation; Cubic nonlinearities; Dinger equation; Envelope functions; Linear dispersion; Mutual locations; Nonlinear dispersion; Single components;" Solitons""";;;;;;;;;;;;;;;;;;;;;;;;
11;"Gasparyan D.,""24176741200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871441292&doi=10.14704%2fnq.2012.10.4.572&partnerID=40&md5=fa877b502453d08a7f7e108989f1c35f"",""Consciousness-body"; Dualism; Meta-description; Relationship of causality;" Subject-object"",""article"; consciousness; human; mental health; neurophysiology; physical activity; psychoanalysis;" thinking""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Bondarenko G.G., Fisher M.R., Kristya V.I.,""7103344120";14520947800;6602779594;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874089073&doi=10.1088%2f1742-6596%2f406%2f1%2f012031&partnerID=40&md5=c5cdf1ebf694754465a2e0d7a5c93473"",,""Electric discharges"; Electrodes; Ions; Mixtures; Argon metastables; Argon pressure; Argon-mercury mixtures; Excited particles; Low-current discharges; Mercury content; Particle densities; Penning ionization;" Mercury (metal)""";;;;;;;;;;;;;;;;;;;;;;;;;
11;"Bespalov P.A., Savina O.N.,""6701525903";6603597819;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027938103&doi=10.1007%2fs11141-012-9361-5&partnerID=40&md5=135aca64308524560d7dd4f47a883942"",,""Ionosphere"; Ionospheric measurement; Atmospheric process; Electromagnetic signals; Equatorial electrojet; Periodic heating; Quiet Sun; Tidal streams;" Atmospheric electricity""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Bolotova A.K.,""56005251600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872921998&partnerID=40&md5=ae2b8bac1cfd51772bdb1192a938e8eb"",""Communicative competence"; Interpersonal relations; Nonverbal communication;" Time"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Tatarko A.N.,""8440401400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881570375&partnerID=40&md5=da56a2f91f758f9ee57248fbeff15465"",""Civil identity"; Monetary attitudes; Psychological relations; Social capital; Social sets; Social solidarity;" Trust"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Shadrikov V.D.,""55571101400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872907973&partnerID=40&md5=599f748a638a693fbf6d243ffe38a937"",""Ability"; Intellectual operations; Mental development; Subject of activity; System genetics approach;" Training activities"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Serkin V.P.,""55445565200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868293048&partnerID=40&md5=8fffd6ab9c369177958f9d073267b3a7"",""Life style"; Professional specificity of world image and life style; Subject's system of activities;" World image"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Schwartz S.H., Cieciuch J., Vecchione M., Davidov E., Fischer R., Beierlein C., Ramos A., Verkasalo M., Lönnqvist J.-E., Demirutku K., Dirilen-Gumus O., Konty M.,""7403606009";36605942900;22982346400;23102647300;56281547800;16432448000;55611784100;56362902000;7102809411;6507116778;36631888300;15044682200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874491344&doi=10.1037%2fa0029393&partnerID=40&md5=88d3cdf000d7c0464951b9361a48b98d"",""Basic values"; Motivation; Value continuum; Value structure;" Value theory"",""adult"; article; comparative study; cultural factor; female; human; male; motivation; personality; psychological theory; reproducibility; social psychology; Adult; Cross-Cultural Comparison; Female; Humans; Male; Motivation; Personality; Psychological Theory; Reproducibility of Results; Social Values;" Young Adult""";;
12;"Akinina Y., Dragoy O.,""55558819300";36522630700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872437819&partnerID=40&md5=730642c87b25be392973b784332d1ffc"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Dragoy O., Ivanova M., Kuptsova S., Ulicheva A.,""36522630700";13406041800;55344594700;55266444400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872469737&partnerID=40&md5=d28cc672f0c6e4ae806560ad77b504d7"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Vecchione M., Caprara G., Schoen H., Castro J.L.G., Schwartz S.H.,""22982346400";7006408578;7006886875;6601956529;7403606009;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863995299&doi=10.1111%2fj.2044-8295.2011.02079.x&partnerID=40&md5=91c124aac99265fd7ab8fc0e3535c225"",,""adolescent"; adult; aged; article; attitude; female; Germany; human; Italy; male; middle aged; migration; perception; social psychology; Spain; Adolescent; Adult; Aged; Attitude; Emigration and Immigration; Female; Germany; Humans; Italy; Male; Middle Aged; Perception; Social Values; Spain;" Young Adult""";;;;;;
12;"Aleskerov F., Karabekyan D., Sanver M.R., Yakuba V.,""7003947309";37089067400;55664622300;15838265400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861788648&doi=10.1016%2fj.mathsocsci.2011.10.001&partnerID=40&md5=45681ea0313b3dfab32d56fd728a3cf8"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"Leung K., Lam B.C.P., Bond M.H., Conway III L.G., Gornick L.J., Amponsah B., Boehnke K., Dragolov G., Burgess S.M., Golestaneh M., Busch H., Hofer J., del Espinosa A.C.D., Fardis M., Ismail R., Kurman J., Lebedeva N., Tatarko A.N., Sam D.L., Teixeira M.L.M., Yamaguchi S., Fukuzawa A., Zhang J., Zhou F.,""56664618400";36696704000;7202608757;7006532302;36054524000;6602637442;7004227037;55248330100;55432640000;55248134700;9239479000;7006699455;55248316100;55248115000;56956461700;6603807063;8719892500;8440401400;6603745808;55555214100;36488710700;52363525700;57201891707;56489247100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862148645&doi=10.1177%2f0022022111416361&partnerID=40&md5=c6c0299eb0c67cfbd82ae617bc886554"",""attitudes"; beliefs; personality; social cognition;" values"",";;;;;;;;;;;;
12;"Cieciuch J., Schwartz S.H.,""36605942900";7403606009;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859972048&doi=10.1080%2f00223891.2012.655817&partnerID=40&md5=683172b898318b8f963e7692c2365ea7"",,""achievement"; adolescent; adult; aged; article; child; factorial analysis; female; human; male; middle aged; motivation; psychological model; questionnaire; social psychology; Achievement; Adolescent; Adult; Aged; Aged, 80 and over; Child; Factor Analysis, Statistical; Female; Humans; Male; Middle Aged; Models, Psychological; Motivation; Questionnaires;" Social Values""";;;;;;;;;
12;"Ivanova M.V., Hallowell B.,""13406041800";6701685000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858213129&doi=10.1080%2f02687038.2011.618219&partnerID=40&md5=5c07c368aff948b46e32766f355f591c"",""Aphasia"; Cognitive processing; Complex span tasks; Eye-tracking; Working memory;" Working memory assessment"",""adult"; aged; aphasia; article; attention deficit disorder; controlled study; disease severity; eye movement; eye tracking; female; human; language disability; language processing; major clinical study; male; measurement; motor performance; speech; task performance; validity; verbal memory; visual deprivation; visual field defect; visual stimulation;" working memory""";;;;;;;;;
12;"Knafo A., Schwartz S.H.,""6602818532";7403606009;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866169478&doi=10.1080%2f19424620.2011.707794&partnerID=40&md5=2c7593f48b952b172b1a91422928f853"",""adolescence"; identification; parenting; value transmission;" values"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
