;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Van Der Aalst W.M.,""7007153024";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939541826&doi=10.1007%2f978-3-642-45100-3_15&partnerID=40&md5=7663f738107a1279b26fe2e351b12bc3"",,""Administrative data processing"; Benchmarking; Enterprise resource management; Analysis of simulations; Business process management; Business process simulation; Business simulation; Key performance indicators; Operational decision making; Simulation approach; Simulation projects;" Risk assessment""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Vyalyi M.N., Khuziev I.M.,""23092601000";56663296500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957953081&doi=10.1134%2fS0032946015010068&partnerID=40&md5=7b3d2cff9cd9bb1e094708375394cd90"",,""Trees (mathematics)"; Anonymous Networks; Distributed communications; Lower and upper bounds; Lower bounds; Probabilistic protocols; Spanning tree; Spanning tree construction;" Complex networks""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Tretyakov I., Maslennikov S., Semenov A., Safir O., Finkel M., Ryabchun S., Kaurova N., Voronov B., Goltsman G., Klapwijk T.M.,""35730618600";8503067600;7402498907;56963746300;12767354500;15766226900;6507396101;57200973381;7006771637;7006694350;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947232049&partnerID=40&md5=89e9311761823d3da3bef4e84e156052"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"Beklemishev L.D.,""6602096489";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950126665&doi=10.1007%2f978-3-319-20297-6&partnerID=40&md5=0f27ddbeab5d75ecea7880950df4e2f4"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Gromov E.M., Malomed B.A.,""56707638200";35555126200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954467485&doi=10.1103%2fPhysRevE.92.062926&partnerID=40&md5=80b3fcd755beaabdfa46f5b5d43a4c83"",,""Nonlinear equations"; Solitons; Surface waves; Analytical solitons; Bright solitons; Convective instabilities; Dinger equation; Direct simulation; Dynamics of solitons; High-frequency surfaces; Spatial domains;" Stimulated Raman scattering""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Petrosyants K.O., Kozhukhov M.V.,""6602577918";54913927200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973358758&doi=10.1109%2fRADECS.2015.7365666&partnerID=40&md5=3f50942ae8a18db98f50eab8c182a155"",""Displacement damage"; Ionization damage; Proton radiation; Radiation effects; SiGe HBT;" TCAD simulation"",""Electronic design automation"; Heterojunction bipolar transistors; Ionization; Proton irradiation; Radiation; Silicon alloys; Displacement damages; Ionization damage; Proton radiations; SiGe HBTs; TCAD simulation;" Radiation effects""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Petrosyants K.O., Popov D.A.,""6602577918";55795078700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973299587&doi=10.1109%2fRADECS.2015.7365671&partnerID=40&md5=16fff843ccd9cf88a4ad4f1617c4451f"",""HIGH-K"; MOSFET; TCAD;" TID"",""Carrier mobility"; Electronic design automation; Hafnium oxides; MOSFET devices; Radiation effects; Substrates; Bulk and SOI substrates; Device materials; High- k; Interface trap density; MOS-FET; Semi-empirical modeling; TCAD; Total ionization dose;" Interfaces (materials)""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Petrosyants K.O., Kharitonov I.A., Sambursky L.M., Mokeev A.S.,""6602577918";56711354200;12141342300;57189589651;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973345812&doi=10.1109%2fRADECS.2015.7365651&partnerID=40&md5=8ae64fa3b75c0f806649bd5c62fc08df"",,""Circuit simulation"; CMOS integrated circuits; Heavy ions; Ionizing radiation; MOSFET devices; Parameter extraction; Radiation; Reconfigurable hardware; Silicon on insulator technology; SPICE; CMOS circuits; Model-parameter extraction; Mosfet model; Radiation hard; Radiation-induced effects; Spice model; SPICE modeling; Total dose;" Radiation effects""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Shurakov A., Lobanov Y., Goltsman G.,""55266061300";9333900400;7006771637;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954290878&doi=10.1088%2f0953-2048%2f29%2f2%2f023001&partnerID=40&md5=7e5387af525b8097dff1fa690d65e5bd"",""HEB detectors"; hot-electron phenomena;" superconducting films"",""Electrons"; Hot electrons; Infrared detectors; Schottky barrier diodes; Superconducting devices; Superconducting films; Superconducting materials; Telescopes; Tunnel junctions; Detection mechanism; Frequency limitation; Heinrich Hertz telescope; Hot electron bolometer; Practical instruments; Superconducting hot-electron bolometer; Superconductor insulator superconductors; Thin superconducting films;" Bolometers""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Avetisov V., Krapivsky P.L., Nechaev S.,""35560504700";55150195600;7006930329;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958987003&doi=10.1088%2f1751-8113%2f49%2f3%2f035101&partnerID=40&md5=7a8ec91d97b6ea38064439913412dbcd"",""modular function"; sparse graphs; spectral density;" ultrametricity"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Tyutnev A.P., Ikhsanov R.S., Saenko V.S.,""7005402871";15131512700;7103137190;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944339060&doi=10.1016%2fj.chemphys.2015.09.018&partnerID=40&md5=aefad8bf36a9d2ce43f7bffff67ddacb"",""Coulomb potential"; Coulombic traps; Non-Langevin recombination;" Smoluchowski-Debye equation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Aseeva N.V., Gromov E.M., Tyutin V.V.,""15847630900";56707638200;6603597680;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955558017&doi=10.1134%2fS1063776115120092&partnerID=40&md5=56fac0f73fbc04face2c95f1b4dac95a"",,""Nonlinear equations"; Solitons; Cubic nonlinearities; High frequency field; High frequency HF; Low-frequency modes; Low-frequency waves; Numerical calculation; Spatial inhomogeneities; Spatially homogeneous;" Dispersion (waves)""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Makarov V.V., Potomskii S.Y.,""7401689743";49362041600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956951532&doi=10.1007%2fs11018-015-0825-9&partnerID=40&md5=ea1c5032864786e5f4d07c992a621f21"",""cluster"; smart sensor;" wireless sensor network"",""Failure analysis"; Mesh generation; Smart sensors; cluster; Performance factors; Probability of failure; Rectangular mesh;" Wireless sensor networks""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Akhmedova V.E., Zabrodin A.V.,""14832149800";7004036132;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953277748&doi=10.1007%2fs11232-015-0374-z&partnerID=40&md5=af3588b94592e5b4cdcbfa7ed26ccc56"",""elliptic function"; integrable hierarchy;" Loewner equation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Bolmatov D., Zav'yalov D., Zhernenkov M., Musaev E.T., Cai Y.Q.,""35147542800";57192069119;6505809834;35223818100;7401750686;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011375071&doi=10.1016%2fj.aop.2015.09.018&partnerID=40&md5=fc10c3eb2bb6ad9d5a0342fb05e8af55"",""Phonon excitations"; Phonon localisation; Phononic gaps; Thermodynamic boundary; Thermodynamic limits;" Unified phonon theory"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Balakin S.V.,""57035239100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956881740&doi=10.1007%2fs11018-015-0828-6&partnerID=40&md5=ce1699c37ff043e2e6e06873f567c356"",""cryogen"; dielectric permittivity; fueling control; level sensors; oxygen;" upper-stage rocket"",""Errors"; Fueling; Leveling (machinery); Liquefied gases; Oxygen; Permittivity; Backup channels; cryogen; Dielectric permittivities; Level sensors; Liquid oxygen; Upper stages;" Rockets""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Budkov Y.A., Kolesnikov A.L., Kiselev M.G.,""46861146000";56258168600;7005285779;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948452825&doi=10.1063%2f1.4936661&partnerID=40&md5=3c333fff277d75c295533c48316b2f98"",,""Chemical modification"; Conformations; Density functional theory; Mean field theory; Molecular orbitals; Monomers; Conformational behavior; Dilute polymer solutions; External electric field; First-order phase transitions; Homogeneous electric field; Polymer chain conformation; Self consistent field theory; Theoretical modeling;" Electric fields""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Bershtein M.A., Shchechkin A.I.,""36238863000";55948808900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939650694&doi=10.1007%2fs00220-015-2427-4&partnerID=40&md5=e38b1305e547d319b6754b610da28d7c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Gayduchenko I., Kardakova A., Fedorov G., Voronov B., Finkel M., Jiménez D., Morozov S., Presniakov M., Goltsman G.,""42061225400";39861647200;55821992800;57200973381;12767354500;7005118822;57197559881;55387147400;7006771637;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947969162&doi=10.1063%2f1.4935947&partnerID=40&md5=9767454e28c11e35a6efdbfa1a5c997e"",,""Carbon nanotubes"; Electromagnetic wave emission; Nanotubes; Radiation detectors; Yarn; Asymmetric carbons; Device configurations; Different mechanisms; IV characteristics; Nano-scale objects; Photo-thermoelectric; Sub-terahertz; Terahertz radiation;" Terahertz waves""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Budkov Y.A., Kolesnikov A.L., Georgi N., Nogovitsyn E.A., Kiselev M.G.,""46861146000";56258168600;35336260400;6506583276;7005285779;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947475092&doi=10.1063%2f1.4935827&partnerID=40&md5=7543823e7e0035256e4332882e43a2ce"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Bystryi R.G.,""41460940500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959018551&doi=10.1088%2f1742-6596%2f653%2f1%2f012154&partnerID=40&md5=3cf4b8fbab7b75e2e69b027d3654cf6c"",,""Plasma theory"; Classical molecular dynamics; Coupled systems; Flicker noise; Nonideal plasma; Pressure equilibriums; Pressure fluctuation; Virial theorems;" Molecular dynamics""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Timofeev A.V.,""57201423009";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959018572&doi=10.1088%2f1742-6596%2f653%2f1%2f012137&partnerID=40&md5=2e0a313ac858504b17074c2eee4baf7f"",,""Dust"; Kinetic energy; Kinetics; Plasma theory; Relaxation time; Semiconductor plasmas; Analysis of simulations; Analytical approach; Dust particle; Dusty plasmas; Gas discharge; Horizontal motion; Non ideals; Partial equilibrium;" Electric discharges""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Semyonov V.P., Timofeev A.V.,""57132863500";57201423009;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959020117&doi=10.1088%2f1742-6596%2f653%2f1%2f012138&partnerID=40&md5=456cf3a67db8a116d98bfa8c043f0dbf"",,""Degrees of freedom (mechanics)"; Dust; Energy transfer; Numerical methods; Semiconductor plasmas; Stochastic systems; Analytical approach; Analytical results; Dusty plasmas; Mathieu equation; Numerical solution; Parametric resonance; Stochastic forces; Zone detection;" Plasma theory""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Andreev V.V., Bondarenko G.G., Maslovsky V.M., Stolyarov A.A.,""57191446935";7103344120;35619030400;7005527969;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952780641&doi=10.12693%2fAPhysPolA.128.887&partnerID=40&md5=63b4a4c4f3a0a9dbf864b60d2d36b1dd"",,""Defects"; Dielectric materials; Electron injection; Electrons; Gate dielectrics; Glass; Plasma jets; Reconfigurable hardware; Silicates; Charge defects; Density of electrons; High field; MOS structure; Negative charge; Phosphorus silicate glass; Radiation resistance; Silicate glass;" MOS devices""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"van de Leur J.W., Orlov A.Y.,""7003904264";7202403709;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943658326&doi=10.1007%2fs11005-015-0786-6&partnerID=40&md5=9a8a93163f78f87ce48cdb564007de1d"",""17B65"; 17B80; 35Q51; 35Q53;" 35Q55"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Kleptsyn V., Okunev A., Schurov I., Zubov D., Katsnelson M.I.,""14007227000";56913130200;36009482500;36910586200;7006676202;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944790562&doi=10.1103%2fPhysRevB.92.165407&partnerID=40&md5=354a7f7c060a522d8f01a5f1a657ef91"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Semenov A.G., Zaikin A.D.,""57189572950";7103103279;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960463201&doi=10.1088%2f0031-8949%2f2015%2fT165%2f014041&partnerID=40&md5=26cdf40deb226912fa64ad6b109cb7b1"",""Andreev reflection"; electron-electron interactions; proximity effect; quantum decoherence;" superconductivity"",""Electron-electron interactions"; Quantum theory; Superconducting materials; Superconductivity; Thermodynamics; Andreev reflection; Diffusive normal metals; Magnetoconductance; Penetration length; Proximity effects; Quantum decoherence; Superconducting correlations; Temperature independents;" Electrons""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Bespalov P.A., Savina O.N.,""6701525903";6603597819;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944324467&doi=10.1134%2fS1063773715100011&partnerID=40&md5=0995de287d303528e435d2376da04aa3"",""chromosphere"; corona; thermal conductivity; transition region;" turbulence"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Kuznetsov V., Kechiev L.,""56912758200";6508336231;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027948258&doi=10.1109%2fTEMC.2015.2423703&partnerID=40&md5=447b291d38b524b9287e0aa7e98a6178"",""Charged board event"; charged device model; circuit simulation; electrostatic discharge; MOSFET;" printed circuits"",""Circuit simulation"; Electric network analysis; Electrostatic devices; Electrostatic discharge; Field effect transistors; MOSFET devices; Outages; Printed circuits; Transient analysis; Charged board event; Charged board models; Charged device model; Circuit simulators; Device under test; MOS-FET; Physical parameters; Simulations and measurements;" Printed circuit boards""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Shapoval A., Le Mouël J.-L., Shnirman M., Courtillot V.,""10144240900";7006534497;6602725009;7007184416;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947486661&doi=10.1007%2fs11207-015-0778-9&partnerID=40&md5=39e4a98d3a78c9a20a697b0e59c10d89"",""Auto-regressive process"; First differences; Solar cycles;" Sunspots"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Kuzmicheva G.M., Savinkina E.V., Obolenskaya L.N., Zubavichus Y.V., Murzin V.Y., Podbelskiy V.V., Sadovskaya N.V.,""7003775581";8419176500;56663191300;16308557600;20735068700;36245602900;6602701296;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944068815&doi=10.1007%2fs11051-015-3211-2&partnerID=40&md5=fba00f535bef978c684ea41c38bb8195"",""Manganese"; Nanostructured materials; Photocatalysis; Sensitization;" Titania"",""Absorption spectroscopy"; Agglomeration; Azo dyes; Catalysis; Crystallites; Energy dispersive spectroscopy; Mixtures; Nanoparticles; Nanostructured materials; Phase composition; Photocatalysis; Scanning electron microscopy; Synchrotron radiation; Titanium dioxide; X ray powder diffraction; X ray spectroscopy; Energy dispersive X ray spectroscopy; High photocatalytic activities; High-resolution scanning electron microscopies; Manganese content; Photocatalytic activities; Sensitization; Synchrotron radiation x-rays; Titania; Manganese; manganese; methyl orange; reagent; sulfate; titanium dioxide; titanium dioxide nanoparticle; titanyl sulfate; unclassified drug; absorption spectroscopy; Article; chemical composition; concentration (parameters); controlled study; crystal structure; degradation kinetics; electron diffraction; hydrolysis; nanoanalysis; oxidation kinetics; particle size; photocatalysis; priority journal; roentgen spectroscopy; scanning electron microscopy; sequence analysis; synchrotron radiation; transmission electron microscopy;" X ray powder diffraction""";;;;;;;;;;;;;
11;"Maslov V.P.,""7202893841";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949223947&doi=10.1134%2fS1061920815040081&partnerID=40&md5=3f944d58f3bd263ad3413fe77c92c8f7"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Shchur L.N., Shchur L.V.,""56004933800";57027674000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952361386&doi=10.1088%2f1742-6596%2f640%2f1%2f012065&partnerID=40&md5=55c0a46f85d7b056e23230fb72a2ab8b"",,""Algorithms"; Computer software; Hardware and software; High performance computing; Parallel discrete event simulations; Physical model; Simulation time;" Discrete event simulation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Akhmedov E.T., Popov F.K.,""10038930900";55817351600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942101844&doi=10.1007%2fJHEP09%282015%29085&partnerID=40&md5=0bdf8b9c7fea763351a645cbc39b7b47"",""Anomalies in Field and String Theories"; Nonperturbative Effects;" Renormalization Group"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Chepyzhov V., Zelik S.,""6603478247";55940577500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939123727&doi=10.1007%2fs00021-015-0213-x&partnerID=40&md5=c5036ccafdd4991818bc09897e851af1"",""Ekman damping"; Euler equations; infinite energy solutions; unbounded domains;" weighted energy estimates"",""Damping"; Dissipativity; Ekman damping; Energy estimates; Energy solutions; Global attractor; Global well-posedness; Locally compact; Unbounded domain; Euler equations; damping; dissipation; Ekman pumping; Euler flow; Navier-Stokes equations;" two-dimensional modeling""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Vodolazov D.Y., Korneeva Y.P., Semenov A.V., Korneev A.A., Goltsman G.N.,""6603815487";36617215400;56879243200;7006297830;7006771637;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942532095&doi=10.1103%2fPhysRevB.92.104503&partnerID=40&md5=edeacb99bcd2616d6b696427eedbb732"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"Chen J.P., Molchanov S., Teplyaev A.,""56072896800";7004217928;6602390076;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941771962&doi=10.1088%2f1751-8113%2f48%2f39%2f395203&partnerID=40&md5=7eb4d60d6e32a336f018fa641c063c51"",""Bohr's formula"; fractal;" Schrödinger operator"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
